Rank,Journal Name,JIF 2024,JIF Quartile,Areas,Publisher,Country,JIF Rank,5-Year JIF,JCI,ISSN,eISSN,Abbreviated Journal,Total Cites,Total Articles,Citable Items,Cited Half-Life,Citing Half-Life,JIF Without Self-Cites,JCR Year
2464,Remote Sensing Applications-Society and Environment,4.5,Q2,Earth and Planetary Sciences; Social Sciences,ELSEVIER,Netherlands,17/65,4.9,0.83,2352-9385,2352-9385,REMOTE SENS APPL,5318,302,308,3.3,6.3,4.2,2024
2464,APL Materials,4.5,Q2,Engineering; Materials Science,AIP Publishing,United States,53/187,5.4,0.81,2166-532X,2166-532X,APL MATER,12162,322,345,5.3,6.6,4.2,2024
2464,MITOCHONDRION,4.5,Q1,"Biochemistry, Genetics and Molecular Biology",ELSEVIER,Netherlands,31/191,4.2,0.79,1567-7249,1872-8278,MITOCHONDRION,5482,84,107,7.3,8,4.3,2024
2464,Nanomanufacturing and Metrology,4.5,Q1,Engineering; Materials Science,NATURE PORTFOLIO,Singapore,16/79,,0.79,2520-811X,2520-8128,NANOMANUF METROL,577,24,27,2.6,7.3,4.3,2024
2464,Journal of Services Marketing,4.5,Q2,"Business, Management and Accounting",EMERALD GROUP PUBLISHING LTD,United Kingdom,94/316,5.3,0.77,0887-6045,0887-6045,J SERV MARK,5594,56,57,8,7.1,3.8,2024
2464,Materials Today Communications,4.5,Q2,Engineering; Materials Science,ELSEVIER,United Kingdom,169/460,4.3,0.73,,2352-4928,MATER TODAY COMMUN,37238,3136,3159,2.3,5.6,4.2,2024
2464,JBI Evidence Synthesis,4.5,Q1,Nursing,LIPPINCOTT WILLIAMS & WILKINS,United States,22/185,5.0,0.71,,2689-8381,JBI EVID SYNTH,3897,150,162,4.1,6.4,4.2,2024
2464,Antibody Therapeutics,4.5,Q2,Immunology and Microbiology; Medicine,OXFORD UNIV PRESS,United States,53/183,,0.66,,2516-4236,ANTIBODY THER,636,22,29,3.3,6.9,4.3,2024
2464,NUTRITION RESEARCH REVIEWS,4.5,Q1,Medicine; Nursing,CAMBRIDGE UNIV PRESS,United Kingdom,23/112,6.6,0.65,0954-4224,1475-2700,NUTR RES REV,3522,0,36,10.3,8.6,4.5,2024
2464,Waste Disposal & Sustainable Energy,4.5,Q2,Energy; Environmental Science,NATURE PORTFOLIO,China,111/374,4.5,0.64,2524-7980,2524-7891,WASTE DISPOS SUST EN,756,26,36,2.9,6,4.3,2024
2464,PROGRESS IN BIOPHYSICS & MOLECULAR BIOLOGY,4.5,Q1,"Biochemistry, Genetics and Molecular Biology",ELSEVIER,United Kingdom,11/79,3.7,0.6,0079-6107,1873-1732,PROG BIOPHYS MOL BIO,4663,1,46,10.5,7.5,4.3,2024
2464,Prosthesis,4.5,Q2,Dentistry; Engineering; Materials Science; Medicine,MDPI,Switzerland,24/55,4.0,0.56,,2673-1592,PROSTHESIS,940,90,108,1.9,6.6,4.2,2024
2464,Research and Reports in Tropical Medicine,4.5,Q2,,DOVE MEDICAL PRESS LTD,,52/195,5.0,0.53,1179-7282,1179-7282,RES REP TROP MED,543,10,11,4.9,7.4,4.5,2024
2464,Reviews of Modern Plasma Physics,4.5,Q1,Physics and Astronomy,NATURE PORTFOLIO,Germany,2/41,,0.53,2367-3192,2367-3192,REV MOD PLASMA PHYS,714,0,35,2.9,13,3.6,2024
2464,REVIEWS ON ENVIRONMENTAL HEALTH,4.5,Q1,Environmental Science; Medicine; Social Sciences,WALTER DE GRUYTER GMBH,Germany,38/419,4.8,0.47,0048-7554,2191-0308,REV ENVIRON HEALTH,2738,1,29,5.7,7.4,4.4,2024
2464,Oxford Open Materials Science,4.5,Q2,Materials Science,OXFORD UNIV PRESS,United States,169/460,4.0,0.34,2633-6979,2633-6979,OXF OPEN MATER SCI,267,15,17,2.3,5.5,4.4,2024
2464,Nucleus,4.5,Q2,"Biochemistry, Genetics and Molecular Biology; Medicine",TAYLOR & FRANCIS,United States,76/204,3.7,0.33,1949-1034,1949-1042,NUCLEUS-PHILA,1391,14,35,8.5,9.4,4.3,2024
3607,JOURNAL OF ORGANIC CHEMISTRY,3.6,Q1,Chemistry,American Chemical Society,United States,10/57,3.3,1.05,0022-3263,1520-6904,J ORG CHEM,87910,1831,1850,10.6,7.8,3.1,2024
2464,Pharmaceutical Medicine,4.5,Q1,"Medicine; Pharmacology, Toxicology and Pharmaceutics",SPRINGER,United Kingdom,64/352,3.0,0.72,1178-2595,1179-1993,PHARM MED,592,25,32,2.9,5.4,4.3,2024
2464,Insights into Imaging,4.5,Q1,Medicine,SPRINGER,Germany,28/212,5.3,1.29,1869-4101,1869-4101,INSIGHTS IMAGING,7519,242,288,4.7,5.9,4.3,2024
3607,JOURNAL OF PROTEOME RESEARCH,3.6,Q2,"Biochemistry, Genetics and Molecular Biology; Chemistry",American Chemical Society,United States,24/86,4.0,1.05,1535-3893,1535-3907,J PROTEOME RES,22558,414,434,8.5,6.7,3.3,2024
3607,JOURNAL OF NATURAL PRODUCTS,3.6,Q1,"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics",American Chemical Society,United States,58/273,4.2,1.02,0163-3864,1520-6025,J NAT PROD,28912,280,297,11.8,9,3.3,2024
2561,JOURNAL OF PLANT GROWTH REGULATION,4.4,Q1,Agricultural and Biological Sciences,SPRINGER,United States,41/273,4.9,1.14,0721-7595,1435-8107,J PLANT GROWTH REGUL,10585,339,397,4.5,7.7,4.2,2024
2561,Probiotics and Antimicrobial Proteins,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",SPRINGER,United States,39/177,5.0,1.07,1867-1306,1867-1314,PROBIOTICS ANTIMICRO,5494,173,229,4.3,6.1,4.1,2024
2561,Current HIV/AIDS Reports,4.4,Q1,Immunology and Microbiology; Medicine,SPRINGER,United States,21/137,5.4,0.95,1548-3568,1548-3576,CURR HIV-AIDS REP,2523,0,22,5.6,5.9,4.3,2024
2561,JOURNAL OF PHYSIOLOGY-LONDON,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Health Professions",WILEY,United Kingdom,10/87,5.0,1.32,0022-3751,1469-7793,J PHYSIOL-LONDON,46162,433,458,16.4,10.7,3.9,2024
2561,BJU INTERNATIONAL,4.4,Q1,Medicine,WILEY,United Kingdom,18/133,4.6,1.28,1464-4096,1464-410X,BJU INT,18324,203,246,11.6,6.6,4.1,2024
2561,"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",4.4,Q1,Medicine,WILEY,United States,45/285,4.9,1.21,,2352-8729,ALZH DEMENT-DADM,2987,145,147,3.7,7.6,4.3,2024
2561,MAMMAL REVIEW,4.4,Q1,Agricultural and Biological Sciences,WILEY,United Kingdom,4/181,5.8,0.82,,1365-2907,MAMMAL REV,3267,2,35,10.3,10.9,4.2,2024
2561,Advanced Materials Interfaces,4.4,Q2,Engineering,WILEY,United Kingdom,79/239,4.8,0.7,2196-7350,2196-7350,ADV MATER INTERFACES,24389,414,443,4.2,7.4,4.3,2024
2561,International Journal of Polymer Science,4.4,Q2,Materials Science,WILEY,United Kingdom,28/94,3.5,0.59,1687-9422,1687-9430,INT J POLYM SCI,3736,40,44,7.3,6.1,4.3,2024
2561,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",WILEY,United States,34/191,3.6,0.56,1552-4868,1552-4876,AM J MED GENET C,3198,25,28,7.6,9,4.4,2024
2561,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,4.4,Q1,Health Professions; Medicine,LIPPINCOTT WILLIAMS & WILKINS,United States,20/312,4.7,2.24,0009-921X,1528-1132,CLIN ORTHOP RELAT R,36853,181,181,15.6,7.4,3.8,2024
2561,Annals of the International Communication Association,4.4,Q1,Social Sciences,TAYLOR & FRANCIS,United States,11/227,,2.08,2380-8985,2380-8977,ANN INT COMMUN ASSOC,1531,21,22,5.9,9.1,4.4,2024
2561,JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,4.4,Q1,Medicine,ELSEVIER,United States,20/312,4.6,2.04,0022-5223,1097-685X,J THORAC CARDIOV SUR,29309,324,326,10.5,7,4.1,2024
2561,International Journal of Clinical and Health Psychology,4.4,Q1,Psychology,ELSEVIER,Spain,16/185,5.0,2.01,1697-2600,2174-0852,INT J CLIN HLTH PSYC,2327,94,101,5.6,8.1,4.2,2024
2561,Journal of University Teaching and Learning Practice,4.4,Q1,Social Sciences,Open Access Publishing Assoc,Australia,43/756,3.1,1.84,1449-9789,1449-9789,J UNIV TEACH LEARN P,1474,81,97,3,5.1,3.3,2024
2561,Knee Surgery & Related Research,4.4,Q1,Medicine,NATURE PORTFOLIO,United Kingdom,20/312,3.8,1.77,,2234-2451,KNEE SURG RELAT RES,1370,41,48,4.9,8.7,4.2,2024
2561,Animal Microbiome,4.4,Q1,Agricultural and Biological Sciences; Medicine; Veterinary,BMC,United Kingdom,6/170,4.9,1.74,,2524-4671,ANIM MICROBIOME,1431,72,74,3.1,7,4.3,2024
2561,MATHEMATICS AND COMPUTERS IN SIMULATION,4.4,Q1,Computer Science; Mathematics,ELSEVIER,Netherlands,3/343,3.9,1.67,0378-4754,1872-7166,MATH COMPUT SIMULAT,10151,436,436,3.7,8.5,4.2,2024
2561,Psychosocial Intervention,4.4,Q1,Psychology,COLEGIO OFICIAL PSICOLOGOS MADRID,Spain,22/221,4.6,1.62,1132-0559,2173-4712,PSYCHOSOC INTERV,863,12,13,6.4,7.1,4.0,2024
2561,Forest Ecosystems,4.4,Q1,Agricultural and Biological Sciences; Environmental Science,KEAI PUBLISHING LTD,China,7/92,5.0,1.61,2095-6355,2197-5620,FOR ECOSYST,2443,89,89,4.2,9.3,4.2,2024
2561,JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY,4.4,Q1,Psychology,TAYLOR & FRANCIS,United States,16/185,5.0,1.48,1537-4416,1537-4424,J CLIN CHILD ADOLESC,6871,49,49,8.6,9.7,4.0,2024
2561,Journal of Integrative Agriculture,4.4,Q1,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science; Veterinary",ELSEVIER,China,14/94,4.8,1.44,2095-3119,2352-3425,J INTEGR AGR,12602,274,286,5.2,8,4.1,2024
2561,MEDICAL TEACHER,4.4,Q1,Medicine; Social Sciences,TAYLOR & FRANCIS,United Kingdom,8/86,5.3,1.44,0142-159X,1466-187X,MED TEACH,14323,274,279,8.5,6.5,3.9,2024
2561,INTERNATIONAL JOURNAL OF DRUG POLICY,4.4,Q1,Medicine,ELSEVIER,Netherlands,6/58,4.6,1.41,0955-3959,1873-4758,INT J DRUG POLICY,10104,233,252,5,5.4,3.9,2024
2561,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,4.4,Q1,Medicine,ELSEVIER,Germany,43/419,4.9,1.4,1438-4639,1618-131X,INT J HYG ENVIR HEAL,8067,132,137,6.3,7,4.2,2024
2561,JOURNAL OF SAFETY RESEARCH,4.4,Q1,Engineering,ELSEVIER,United Kingdom,10/271,4.7,1.38,0022-4375,1879-1247,J SAFETY RES,6690,177,190,5.9,7.4,4.1,2024
2561,EPIDEMIOLOGY,4.4,Q1,Medicine,LIPPINCOTT WILLIAMS & WILKINS,United States,43/419,4.9,1.37,1044-3983,1531-5487,EPIDEMIOLOGY,15279,92,92,13.3,7.5,4.1,2024
2561,Journal of Outdoor Recreation and Tourism-Research Planning and Management,4.4,Q1,"Business, Management and Accounting",ELSEVIER,United Kingdom,25/139,4.4,1.37,2213-0780,2213-0799,J OUTDOOR REC TOUR,2302,88,88,3.7,8,3.6,2024
2561,APPLIED OCEAN RESEARCH,4.4,Q1,Engineering,ELSEVIER,United Kingdom,6/65,4.6,1.32,0141-1187,1879-1549,APPL OCEAN RES,13115,431,436,4.6,6.9,4.1,2024
2561,IEEE INTERNET COMPUTING,4.4,Q1,Computer Science,IEEE COMPUTER SOC,United States,19/128,3.7,1.26,1089-7801,1941-0131,IEEE INTERNET COMPUT,2046,48,48,7.4,3.8,4.3,2024
2561,JOURNAL OF DAIRY SCIENCE,4.4,Q1,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",ELSEVIER,United States,4/86,4.4,1.26,0022-0302,1525-3198,J DAIRY SCI,72270,862,891,9.9,9.2,3.4,2024
2561,Plant Methods,4.4,Q1,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",BMC,United Kingdom,13/86,5.7,1.23,,1746-4811,PLANT METHODS,7660,177,180,5.6,7.4,4.2,2024
2561,RHEUMATOLOGY,4.4,Q1,Medicine,OXFORD UNIV PRESS,United Kingdom,9/58,5.0,1.23,1462-0324,1462-0332,RHEUMATOLOGY,29784,463,515,6.5,6.9,4.1,2024
2561,Journal of Marine Engineering and Technology,4.4,Q1,Engineering,TAYLOR & FRANCIS,United Kingdom,4/25,3.6,1.22,2046-4177,2056-8487,J MAR ENG TECHNOL,732,49,51,3.7,4.6,3.2,2024
2561,SEMINARS IN ARTHRITIS AND RHEUMATISM,4.4,Q1,Medicine,ELSEVIER,United States,9/58,5.0,1.22,0049-0172,1532-866X,SEMIN ARTHRITIS RHEU,10036,173,202,7,7.3,4.1,2024
2561,HEART,4.4,Q1,Medicine,BMJ PUBLISHING GROUP,United Kingdom,47/230,5.0,1.21,1355-6037,1468-201X,HEART,19585,108,128,8.9,6.1,4.3,2024
2561,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,4.4,Q1,Engineering; Psychology; Social Sciences,ELSEVIER,United Kingdom,17/115,5.2,1.19,1369-8478,1873-5517,TRANSPORT RES F-TRAF,13079,299,315,5.8,6.9,3.5,2024
2561,BIOLOGICAL CONSERVATION,4.4,Q1,Agricultural and Biological Sciences; Environmental Science,ELSEVIER,Netherlands,8/73,6.0,1.18,0006-3207,1873-2917,BIOL CONSERV,40359,382,397,9.7,8.2,4.2,2024
2561,Antimicrobial Resistance and Infection Control,4.4,Q1,Medicine,BMC,United Kingdom,43/419,5.5,1.14,2047-2994,2047-2994,ANTIMICROB RESIST IN,6875,131,146,5.1,5.9,4.1,2024
2561,Research in Transportation Business and Management,4.4,Q2,"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences",ELSEVIER,Netherlands,114/420,4.6,1.13,2210-5395,2210-5409,RES TRANSP BUS MANAG,3352,138,139,3.5,5.7,4.0,2024
2561,Clinical Epigenetics,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",BMC,United Kingdom,34/191,5.8,1.12,1868-7075,1868-7083,CLIN EPIGENETICS,8307,160,181,5,6.5,4.1,2024
2561,TQM Journal,4.4,Q2,"Business, Management and Accounting; Decision Sciences",EMERALD GROUP PUBLISHING LTD,United Kingdom,114/420,,1.12,1754-2731,1754-274X,TQM J,3638,118,120,3.4,5.8,3.7,2024
2561,Atmospheric Research,4.4,Q2,Earth and Planetary Sciences,ELSEVIER,Netherlands,28/111,4.8,1.11,0169-8095,1873-2895,ATMOS RES,21580,558,563,5.6,7.7,3.9,2024
2561,Grey Systems-Theory and Application,4.4,Q1,Computer Science; Engineering; Mathematics,EMERALD GROUP PUBLISHING LTD,United Kingdom,10/136,2.9,1.11,2043-9377,2043-9385,GREY SYST,886,29,29,4.3,4.6,3.7,2024
2561,IEEE TRANSACTIONS ON NANOBIOSCIENCE,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Computer Science; Engineering; Materials Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,13/86,3.5,1.11,1536-1241,1558-2639,IEEE T NANOBIOSCI,2481,63,63,5.1,6.4,4.2,2024
2561,Transplantation and Cellular Therapy,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",ELSEVIER,Netherlands,6/31,4.3,1.11,2666-6375,2666-6367,TRANSPL CELL THER,4360,249,268,2.3,6.7,3.8,2024
2561,Water Biology and Security,4.4,Q1,Agricultural and Biological Sciences; Environmental Science,KEAI PUBLISHING LTD,China,6/119,4.4,1.11,2097-4132,2772-7351,WATER BIOL SECUR,403,36,42,2.1,7.3,4.1,2024
2561,LUNG CANCER,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine",ELSEVIER,Ireland,19/108,4.5,1.1,0169-5002,1872-8332,LUNG CANCER,14311,199,218,6.9,5.6,4.3,2024
2561,Mycology-An International Journal On Fungal Biology,4.4,Q1,Agricultural and Biological Sciences; Immunology and Microbiology; Medicine,TAYLOR & FRANCIS,United Kingdom,7/32,5.0,1.09,2150-1203,2150-1211,MYCOLOGY-UK,1247,54,62,4.7,8.4,3.8,2024
2561,Qualitative Research in Psychology,4.4,Q1,Psychology,TAYLOR & FRANCIS,United Kingdom,22/221,99.2,1.09,1478-0887,1478-0895,QUAL RES PSYCHOL,19445,50,50,4.5,8.9,4.2,2024
2561,Journal of Xenobiotics,4.4,Q1,"Environmental Science; Pharmacology, Toxicology and Pharmaceutics",MDPI,Switzerland,17/106,5.7,1.07,2039-4705,2039-4713,J XENOBIOTICS,677,83,109,2.5,7,4.3,2024
2561,Project Management Journal,4.4,Q2,"Business, Management and Accounting",SAGE PUBLICATIONS INC,United States,114/420,5.7,1.05,8756-9728,1938-9507,PROJ MANAG J,3376,50,50,7.9,10.5,3.5,2024
2561,BMJ Health & Care Informatics,4.4,Q1,Computer Science; Health Professions; Medicine,BMJ PUBLISHING GROUP,United Kingdom,23/185,4.1,1.04,,2632-1009,BMJ HEALTH CARE INFO,1079,42,47,3.2,5.2,4.3,2024
2561,European Heart Journal - Digital Health,4.4,Q1,Medicine,OXFORD UNIV PRESS,United Kingdom,47/230,4.5,1.04,,2634-3916,EUR HEART J-DIGIT HL,949,72,78,2.7,5.1,4.2,2024
2561,Annals of Hepatology,4.4,Q1,Medicine,ELSEVIER,Mexico,28/147,3.7,1.03,1665-2681,1665-2681,ANN HEPATOL,3911,92,95,5.8,6,4.3,2024
2561,Synthetic and Systems Biotechnology,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Engineering; Immunology and Microbiology",KEAI PUBLISHING LTD,China,39/177,4.5,1.03,2405-805X,2405-805X,SYN SYST BIOTECHNO,1716,84,94,3.2,6.9,4.3,2024
2561,Benchmarking-An International Journal,4.4,Q2,"Business, Management and Accounting",EMERALD GROUP PUBLISHING LTD,United Kingdom,114/420,5.1,1.02,1463-5771,1758-4094,BENCHMARKING,6166,143,145,4.3,6.2,3.9,2024
2561,IEEE Systems Journal,4.4,Q1,Computer Science; Engineering,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,24/106,4.4,1.02,1932-8184,1937-9234,IEEE SYST J,15115,164,164,3.8,4.4,4.2,2024
2561,Big Data and Cognitive Computing,4.4,Q1,"Business, Management and Accounting; Computer Science",MDPI,Switzerland,26/147,4.2,1.01,,2504-2289,BIG DATA COGN COMPUT,2413,173,197,2.3,4.5,4.3,2024
2561,Archives of Civil and Mechanical Engineering,4.4,Q1,Engineering,NATURE PORTFOLIO,Germany,35/183,4.2,1,1644-9665,2083-3318,ARCH CIV MECH ENG,6163,256,269,3.8,5.7,4.0,2024
2561,IEEE Geoscience and Remote Sensing Letters,4.4,Q1,Earth and Planetary Sciences; Engineering,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,10/100,4.7,1,1545-598X,1558-0571,IEEE GEOSCI REMOTE S,31356,1078,1078,4,4.9,4.1,2024
2561,Meditari Accountancy Research,4.4,Q1,"Business, Management and Accounting; Economics, Econometrics and Finance",EMERALD GROUP PUBLISHING LTD,United Kingdom,34/241,4.9,0.99,2049-372X,2049-3738,MEDITARI ACCOUNT RES,2366,72,75,4.2,7.9,3.7,2024
2561,Journal of International Business Policy,4.4,Q2,"Business, Management and Accounting",NATURE PORTFOLIO,United Kingdom,97/316,7.4,0.98,2522-0691,2522-0705,J INT BUS POLICY,1135,16,16,4.1,7,3.6,2024
2561,Molecular Diagnosis & Therapy,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",ADIS INT LTD,Switzerland,34/191,4.1,0.98,1177-1062,1179-2000,MOL DIAGN THER,2089,37,63,4.7,5.7,4.3,2024
2561,IEEE COMMUNICATIONS LETTERS,4.4,Q2,Computer Science; Engineering; Mathematics,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,39/120,4.2,0.97,1089-7798,1558-2558,IEEE COMMUN LETT,21818,585,585,4.3,4.3,4.2,2024
2561,Utilities Policy,4.4,Q2,"Business, Management and Accounting; Economics, Econometrics and Finance; Environmental Science; Social Sciences",ELSEVIER,United Kingdom,48/191,3.7,0.97,0957-1787,1878-4356,UTIL POLICY,3517,124,125,3.9,5.7,4.0,2024
2561,JOURNAL OF CONTAMINANT HYDROLOGY,4.4,Q1,Environmental Science,ELSEVIER,Netherlands,39/258,4.1,0.95,0169-7722,1873-6009,J CONTAM HYDROL,6508,129,136,9.6,5.5,4.2,2024
2561,Robotic Intelligence and Automation,4.4,Q2,Computer Science; Engineering,EMERALD GROUP PUBLISHING LTD,United Kingdom,23/89,4.4,0.92,2754-6969,2754-6977,ROBOT INTELL AUTOMAT,296,68,70,1.4,5.5,4.0,2024
2561,JOURNAL OF URBAN TECHNOLOGY,4.4,Q1,Social Sciences,TAYLOR & FRANCIS,United Kingdom,10/76,5.8,0.91,1063-0732,1466-1853,J URBAN TECHNOL,1780,32,32,7.3,6,3.9,2024
2561,Journal of Central South University,4.4,Q1,Engineering; Materials Science,JOURNAL OF CENTRAL SOUTH UNIV,United States,19/96,3.7,0.9,2095-2899,2227-5223,J CENT SOUTH UNIV,10401,291,298,5.4,5.2,3.9,2024
2561,Journal of Service Theory and Practice,4.4,Q2,"Business, Management and Accounting",EMERALD GROUP PUBLISHING LTD,United Kingdom,114/420,4.5,0.9,2055-6225,2055-6225,J SERV THEOR PRACT,1516,30,32,5,7.2,3.7,2024
2561,Frontiers in Genome Editing,4.4,Q1,"Biochemistry, Genetics and Molecular Biology",FRONTIERS MEDIA SA,Switzerland,34/191,4.9,0.89,,2673-3439,FRONT GENOME EDIT,893,15,31,2.8,6.7,4.3,2024
2561,Quantum Machine Intelligence,4.4,Q2,Computer Science; Mathematics,NATURE PORTFOLIO,Germany,64/204,5.6,0.88,2524-4906,2524-4914,QUANT MACH INTELL,796,82,88,3,5.3,3.8,2024
2561,Cancers,4.4,Q2,"Biochemistry, Genetics and Molecular Biology; Medicine",MDPI,Switzerland,85/326,4.8,0.86,,2072-6694,CANCERS,125446,2725,4182,3.2,6.6,4.1,2024
2561,IEEE Journal of Translational Engineering in Health and Medicine,4.4,Q2,Engineering; Medicine,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,41/124,4.1,0.86,2168-2372,2168-2372,IEEE J TRANSL ENG HE,1682,69,69,4.1,7.5,4.3,2024
2561,Biomedical Journal,4.4,Q2,Medicine,ELSEVIER,Netherlands,89/319,4.9,0.85,2319-4170,2320-2890,BIOMED J,3187,60,74,4.3,6.9,4.2,2024
2561,Hepatobiliary & Pancreatic Diseases International,4.4,Q1,Medicine,ELSEVIER,Singapore,28/147,3.4,0.85,1499-3872,2352-9377,HEPATOB PANCREAT DIS,2535,50,65,6.4,7,4.1,2024
2561,COMPUTERS & GEOSCIENCES,4.4,Q1,Computer Science; Earth and Planetary Sciences,ELSEVIER,United Kingdom,39/258,5.0,0.81,0098-3004,1873-7803,COMPUT GEOSCI-UK,15497,208,211,11.1,7.5,4.1,2024
2561,Food Quality and Safety,4.4,Q2,Agricultural and Biological Sciences,OXFORD UNIV PRESS,United Kingdom,50/181,4.8,0.77,2399-1399,2399-1402,FOOD QUAL SAF-OXFORD,1573,63,74,4.1,5.5,4.1,2024
2561,HUMAN-COMPUTER INTERACTION,4.4,Q1,Computer Science; Psychology,TAYLOR & FRANCIS,United States,26/147,5.5,0.77,0737-0024,1532-7051,HUM-COMPUT INTER-US,1632,15,15,9.9,8.1,4.4,2024
2561,EXPERT OPINION ON THERAPEUTIC TARGETS,4.4,Q1,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",TAYLOR & FRANCIS,United Kingdom,67/352,5.4,0.76,1472-8222,1744-7631,EXPERT OPIN THER TAR,6365,13,71,7.9,7.1,4.4,2024
2561,CURRENT OPINION IN NEUROLOGY,4.4,Q1,Medicine; Neuroscience,LIPPINCOTT WILLIAMS & WILKINS,United States,45/285,5.0,0.74,1350-7540,1473-6551,CURR OPIN NEUROL,6496,67,82,7.6,4.6,4.4,2024
2561,ImmunoTargets and Therapy,4.4,Q2,Immunology and Microbiology; Medicine,DOVE MEDICAL PRESS LTD,New Zealand,57/183,7.9,0.72,,2253-1556,IMMUNOTARGETS THER,894,41,55,4.3,5.7,4.4,2024
2561,Skeletal Muscle,4.4,Q2,"Biochemistry, Genetics and Molecular Biology; Medicine",BMC,United Kingdom,79/204,5.2,0.72,2044-5040,2044-5040,SKELET MUSCLE,1798,36,36,6.9,9.3,4.3,2024
2561,Results in Surfaces and Interfaces,4.4,Q2,Materials Science; Physics and Astronomy,ELSEVIER,Netherlands,174/460,4.5,0.71,,2666-8459,RESULTS SURF INTERF,826,210,229,1.4,5.9,4.2,2024
2561,Systems Science & Control Engineering,4.4,Q2,Computer Science; Engineering; Mathematics,TAYLOR & FRANCIS,United Kingdom,23/89,4.5,0.65,,2164-2583,SYST SCI CONTROL ENG,2102,108,116,4.3,5,4.2,2024
2561,IEEE Transactions on Human-Machine Systems,4.4,Q2,Computer Science; Engineering; Social Sciences,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,United States,8/31,4.9,0.64,2168-2291,2168-2305,IEEE T HUM-MACH SYST,3543,77,78,5,7,4.3,2024
2561,Environmental Science-Advances,4.4,Q2,Environmental Science,ROYAL SOC CHEMISTRY,United Kingdom,116/374,4.4,0.6,,2754-7000,ENVIRON SCI-ADV,1000,96,131,1.7,6.2,4.3,2024
2561,ESIC Market,4.4,Q2,,ESCUELA SUPERIOR GESTION COMERCIAL & MARKETING,,97/316,2.2,0.6,0212-1867,1989-3574,ESIC MARK,175,19,20,2.7,5.6,4.1,2024
2561,JOURNAL OF SUPERCRITICAL FLUIDS,4.4,Q2,Chemical Engineering; Chemistry; Physics and Astronomy,ELSEVIER,Netherlands,53/175,4.1,0.58,0896-8446,1872-8162,J SUPERCRIT FLUID,13374,190,191,7.7,7.7,4.0,2024
2561,Macromol,4.4,Q2,Chemistry; Materials Science,MDPI,Switzerland,28/94,4.6,0.57,,2673-6209,MACROMOL-BASEL,524,37,51,2,7.3,4.4,2024
2561,Transcription-Austin,4.4,Q2,"Biochemistry, Genetics and Molecular Biology",TAYLOR & FRANCIS,United Kingdom,89/319,4.5,0.5,2154-1264,2154-1272,TRANSCR-AUSTIN,763,2,10,7.2,11.3,4.3,2024
2561,Medical Sciences,4.4,Q1,Medicine,MDPI,Switzerland,38/332,,0.15,,2076-3271,MED SCI-BASEL,2634,46,61,4.3,6.6,4.3,2024
3784,ORGANIC PROCESS RESEARCH & DEVELOPMENT,3.5,Q1,Chemistry,American Chemical Society,United States,11/57,3.6,0.67,1083-6160,1520-586X,ORG PROCESS RES DEV,11306,319,347,6.8,8.2,2.8,2024
3784,ACS Applied Engineering Materials,3.5,Q2,,American Chemical Society,,219/460,3.5,0.47,2771-9545,2771-9545,ACS APPL ENG MATER,1180,245,261,1.5,5.8,3.3,2024
